2022-10-25 21:34:59 startup archives install
2023-03-07 05:21:50 status half-configured libepoxy0:amd64 1.5.10-1
2023-03-07 05:21:50 status installed libepoxy0:amd64 1.5.10-1
2023-03-07 05:21:50 configure libnspr4:amd64 2:4.32-3build1 <none>
2023-03-07 05:21:50 status unpacked libnspr4:amd64 2:4.32-3build1
2023-03-07 05:21:50 status half-configured libnspr4:amd64 2:4.32-3build1
2023-03-07 05:21:50 status installed libnspr4:amd64 2:4.32-3build1
2023-03-07 05:21:50 configure libxfixes3:amd64 1:6.0.0-1 <none>
2023-03-07 05:21:50 status unpacked libxfixes3:amd64 1:6.0.0-1
2023-03-07 05:21:50 status half-configured libxfixes3:amd64 1:6.0.0-1
2023-03-07 05:21:50 status installed libxfixes3:amd64 1:6.0.0-1
2023-03-07 05:21:50 configure libjbig2dec0:amd64 0.19-3build2 <none>
2023-03-07 05:21:50 status unpacked libjbig2dec0:amd64 0.19-3build2
2023-03-07 05:21:50 status half-configured libjbig2dec0:amd64 0.19-3build2
2023-03-07 05:21:50 status installed libjbig2dec0:amd64 0.19-3build2
2023-03-07 05:21:50 configure libavahi-common-data:amd64 0.8-5ubuntu5 <none>
2023-03-07 05:21:50 status unpacked libavahi-common-data:amd64 0.8-5ubuntu5
2023-03-07 05:21:50 status half-configured libavahi-common-data:amd64 0.8-5ubuntu5
2023-03-07 05:21:51 status installed libavahi-common-data:amd64 0.8-5ubuntu5
2023-03-07 05:21:51 configure libopus0:amd64 1.3.1-0.1build2 <none>
2023-03-07 05:21:51 status unpacked libopus0:amd64 1.3.1-0.1build2
2023-03-07 05:21:51 status half-configured libopus0:amd64 1.3.1-0.1build2
2023-03-07 05:21:51 status installed libopus0:amd64 1.3.1-0.1build2
2023-03-07 05:21:51 configure libxinerama1:amd64 2:1.1.4-3 <none>
2023-03-07 05:21:51 status unpacked libxinerama1:amd64 2:1.1.4-3
2023-03-07 05:21:51 status half-configured libxinerama1:amd64 2:1.1.4-3
2023-03-07 05:21:51 status installed libxinerama1:amd64 2:1.1.4-3
2023-03-07 05:21:51 configure libvorbis0a:amd64 1.3.7-1build2 <none>
2023-03-07 05:21:51 status unpacked libvorbis0a:amd64 1.3.7-1build2
2023-03-07 05:21:51 status half-configured libvorbis0a:amd64 1.3.7-1build2
2023-03-07 05:21:51 status installed libvorbis0a:amd64 1.3.7-1build2
2023-03-07 05:21:51 configure libidn12:amd64 1.38-4build1 <none>
2023-03-07 05:21:51 status unpacked libidn12:amd64 1.38-4build1
2023-03-07 05:21:51 status half-configured libidn12:amd64 1.38-4build1
2023-03-07 05:21:51 status installed libidn12:amd64 1.38-4build1
2023-03-07 05:21:51 configure libxrandr2:amd64 2:1.5.2-1build1 <none>
2023-03-07 05:21:51 status unpacked libxrandr2:amd64 2:1.5.2-1build1
2023-03-07 05:21:51 status half-configured libxrandr2:amd64 2:1.5.2-1build1
2023-03-07 05:21:51 status installed libxrandr2:amd64 2:1.5.2-1build1
2023-03-07 05:21:51 configure liborc-0.4-0:amd64 1:0.4.32-2 <none>
2023-03-07 05:21:51 status unpacked liborc-0.4-0:amd64 1:0.4.32-2
2023-03-07 05:21:51 status half-configured liborc-0.4-0:amd64 1:0.4.32-2
2023-03-07 05:21:51 status installed liborc-0.4-0:amd64 1:0.4.32-2
2023-03-07 05:21:51 configure fonts-dejavu-core:all 2.37-2build1 <none>
2023-03-07 05:21:51 status unpacked fonts-dejavu-core:all 2.37-2build1
2023-03-07 05:21:51 status half-configured fonts-dejavu-core:all 2.37-2build1
2023-03-07 05:21:51 status installed fonts-dejavu-core:all 2.37-2build1
2023-03-07 05:21:51 configure libjpeg-turbo8:amd64 2.1.2-0ubuntu1 <none>
2023-03-07 05:21:51 status unpacked libjpeg-turbo8:amd64 2.1.2-0ubuntu1
2023-03-07 05:21:51 status half-configured libjpeg-turbo8:amd64 2.1.2-0ubuntu1
2023-03-07 05:21:51 status installed libjpeg-turbo8:amd64 2.1.2-0ubuntu1
2023-03-07 05:21:51 configure libkpathsea6:amd64 2021.20210626.59705-1build1 <none>
2023-03-07 05:21:51 status unpacked libkpathsea6:amd64 2021.20210626.59705-1build1
2023-03-07 05:21:51 status half-configured libkpathsea6:amd64 2021.20210626.59705-1build1
2023-03-07 05:21:51 status installed libkpathsea6:amd64 2021.20210626.59705-1build1
2023-03-07 05:21:51 configure libwebp7:amd64 1.2.2-2 <none>
2023-03-07 05:21:51 status unpacked libwebp7:amd64 1.2.2-2
2023-03-07 05:21:51 status half-configured libwebp7:amd64 1.2.2-2
2023-03-07 05:21:51 status installed libwebp7:amd64 1.2.2-2
2023-03-07 05:21:51 configure libatk1.0-data:all 2.36.0-3build1 <none>
2023-03-07 05:21:51 status unpacked libatk1.0-data:all 2.36.0-3build1
2023-03-07 05:21:51 status half-configured libatk1.0-data:all 2.36.0-3build1
2023-03-07 05:21:51 status installed libatk1.0-data:all 2.36.0-3build1
2023-03-07 05:21:51 configure libopenjp2-7:amd64 2.4.0-6 <none>
2023-03-07 05:21:51 status unpacked libopenjp2-7:amd64 2.4.0-6
2023-03-07 05:21:51 status half-configured libopenjp2-7:amd64 2.4.0-6
2023-03-07 05:21:51 status installed libopenjp2-7:amd64 2.4.0-6
2023-03-07 05:21:51 configure libharfbuzz0b:amd64 2.7.4-1ubuntu3.1 <none>
2023-03-07 05:21:51 status unpacked libharfbuzz0b:amd64 2.7.4-1ubuntu3.1
2023-03-07 05:21:51 status half-configured libharfbuzz0b:amd64 2.7.4-1ubuntu3.1
2023-03-07 05:21:51 status installed libharfbuzz0b:amd64 2.7.4-1ubuntu3.1
2023-03-07 05:21:51 configure libthai-data:all 0.1.29-1build1 <none>
2023-03-07 05:21:51 status unpacked libthai-data:all 0.1.29-1build1
2023-03-07 05:21:51 status half-configured libthai-data:all 0.1.29-1build1
2023-03-07 05:21:51 status installed libthai-data:all 0.1.29-1build1
2023-03-07 05:21:51 configure libatk1.0-0:amd64 2.36.0-3build1 <none>
2023-03-07 05:21:51 status unpacked libatk1.0-0:amd64 2.36.0-3build1
2023-03-07 05:21:51 status half-configured libatk1.0-0:amd64 2.36.0-3build1
2023-03-07 05:21:51 status installed libatk1.0-0:amd64 2.36.0-3build1
2023-03-07 05:21:51 configure fonts-droid-fallback:all 1:6.0.1r16-1.1build1 <none>
2023-03-07 05:21:51 status unpacked fonts-droid-fallback:all 1:6.0.1r16-1.1build1
2023-03-07 05:21:51 status half-configured fonts-droid-fallback:all 1:6.0.1r16-1.1build1
2023-03-07 05:21:51 status installed fonts-droid-fallback:all 1:6.0.1r16-1.1build1
2023-03-07 05:21:51 configure libwayland-egl1:amd64 1.20.0-1ubuntu0.1 <none>
2023-03-07 05:21:51 status unpacked libwayland-egl1:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:51 status half-configured libwayland-egl1:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:51 status installed libwayland-egl1:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:51 configure libdjvulibre-text:all 3.5.28-2build2 <none>
2023-03-07 05:21:51 status unpacked libdjvulibre-text:all 3.5.28-2build2
2023-03-07 05:21:51 status half-configured libdjvulibre-text:all 3.5.28-2build2
2023-03-07 05:21:51 status installed libdjvulibre-text:all 3.5.28-2build2
2023-03-07 05:21:51 configure libhunspell-1.7-0:amd64 1.7.0-4build1 <none>
2023-03-07 05:21:51 status unpacked libhunspell-1.7-0:amd64 1.7.0-4build1
2023-03-07 05:21:51 status half-configured libhunspell-1.7-0:amd64 1.7.0-4build1
2023-03-07 05:21:51 status installed libhunspell-1.7-0:amd64 1.7.0-4build1
2023-03-07 05:21:51 configure libxcomposite1:amd64 1:0.4.5-1build2 <none>
2023-03-07 05:21:51 status unpacked libxcomposite1:amd64 1:0.4.5-1build2
2023-03-07 05:21:51 status half-configured libxcomposite1:amd64 1:0.4.5-1build2
2023-03-07 05:21:51 status installed libxcomposite1:amd64 1:0.4.5-1build2
2023-03-07 05:21:51 configure libsecret-common:all 0.20.5-2 <none>
2023-03-07 05:21:51 status unpacked libsecret-common:all 0.20.5-2
2023-03-07 05:21:51 status half-configured libsecret-common:all 0.20.5-2
2023-03-07 05:21:51 status installed libsecret-common:all 0.20.5-2
2023-03-07 05:21:51 configure libvorbisenc2:amd64 1.3.7-1build2 <none>
2023-03-07 05:21:51 status unpacked libvorbisenc2:amd64 1.3.7-1build2
2023-03-07 05:21:51 status half-configured libvorbisenc2:amd64 1.3.7-1build2
2023-03-07 05:21:51 status installed libvorbisenc2:amd64 1.3.7-1build2
2023-03-07 05:21:51 configure libsynctex2:amd64 2021.20210626.59705-1build1 <none>
2023-03-07 05:21:51 status unpacked libsynctex2:amd64 2021.20210626.59705-1build1
2023-03-07 05:21:51 status half-configured libsynctex2:amd64 2021.20210626.59705-1build1
2023-03-07 05:21:51 status installed libsynctex2:amd64 2021.20210626.59705-1build1
2023-03-07 05:21:51 configure libxkbcommon0:amd64 1.4.0-1 <none>
2023-03-07 05:21:51 status unpacked libxkbcommon0:amd64 1.4.0-1
2023-03-07 05:21:51 status half-configured libxkbcommon0:amd64 1.4.0-1
2023-03-07 05:21:51 status installed libxkbcommon0:amd64 1.4.0-1
2023-03-07 05:21:51 configure libwayland-client0:amd64 1.20.0-1ubuntu0.1 <none>
2023-03-07 05:21:51 status unpacked libwayland-client0:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:51 status half-configured libwayland-client0:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:51 status installed libwayland-client0:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:51 configure libjpeg8:amd64 8c-2ubuntu10 <none>
2023-03-07 05:21:51 status unpacked libjpeg8:amd64 8c-2ubuntu10
2023-03-07 05:21:51 status half-configured libjpeg8:amd64 8c-2ubuntu10
2023-03-07 05:21:51 status installed libjpeg8:amd64 8c-2ubuntu10
2023-03-07 05:21:51 configure libgs9-common:all 9.55.0~dfsg1-0ubuntu5.1 <none>
2023-03-07 05:21:51 status unpacked libgs9-common:all 9.55.0~dfsg1-0ubuntu5.1
2023-03-07 05:21:51 status half-configured libgs9-common:all 9.55.0~dfsg1-0ubuntu5.1
2023-03-07 05:21:51 status installed libgs9-common:all 9.55.0~dfsg1-0ubuntu5.1
2023-03-07 05:21:51 configure dictionaries-common:all 1.28.14 <none>
2023-03-07 05:21:51 status unpacked dictionaries-common:all 1.28.14
2023-03-07 05:21:51 status half-configured dictionaries-common:all 1.28.14
2023-03-07 05:21:52 status installed dictionaries-common:all 1.28.14
2023-03-07 05:21:52 status triggers-pending dictionaries-common:all 1.28.14
2023-03-07 05:21:52 configure fontconfig-config:all 2.13.1-4.2ubuntu5 <none>
2023-03-07 05:21:52 status unpacked fontconfig-config:all 2.13.1-4.2ubuntu5
2023-03-07 05:21:52 status half-configured fontconfig-config:all 2.13.1-4.2ubuntu5
2023-03-07 05:21:52 status installed fontconfig-config:all 2.13.1-4.2ubuntu5
2023-03-07 05:21:52 configure libxtst6:amd64 2:1.2.3-1build4 <none>
2023-03-07 05:21:52 status unpacked libxtst6:amd64 2:1.2.3-1build4
2023-03-07 05:21:52 status half-configured libxtst6:amd64 2:1.2.3-1build4
2023-03-07 05:21:52 status installed libxtst6:amd64 2:1.2.3-1build4
2023-03-07 05:21:52 configure libxcursor1:amd64 1:1.2.0-2build4 <none>
2023-03-07 05:21:52 status unpacked libxcursor1:amd64 1:1.2.0-2build4
2023-03-07 05:21:52 status half-configured libxcursor1:amd64 1:1.2.0-2build4
2023-03-07 05:21:52 status installed libxcursor1:amd64 1:1.2.0-2build4
2023-03-07 05:21:52 configure libdjvulibre21:amd64 3.5.28-2build2 <none>
2023-03-07 05:21:52 status unpacked libdjvulibre21:amd64 3.5.28-2build2
2023-03-07 05:21:52 status half-configured libdjvulibre21:amd64 3.5.28-2build2
2023-03-07 05:21:52 status installed libdjvulibre21:amd64 3.5.28-2build2
2023-03-07 05:21:52 configure libavahi-common3:amd64 0.8-5ubuntu5 <none>
2023-03-07 05:21:52 status unpacked libavahi-common3:amd64 0.8-5ubuntu5
2023-03-07 05:21:52 status half-configured libavahi-common3:amd64 0.8-5ubuntu5
2023-03-07 05:21:52 status installed libavahi-common3:amd64 0.8-5ubuntu5
2023-03-07 05:21:52 configure libgstreamer-plugins-base1.0-0:amd64 1.20.1-1 <none>
2023-03-07 05:21:52 status unpacked libgstreamer-plugins-base1.0-0:amd64 1.20.1-1
2023-03-07 05:21:52 status half-configured libgstreamer-plugins-base1.0-0:amd64 1.20.1-1
2023-03-07 05:21:52 status installed libgstreamer-plugins-base1.0-0:amd64 1.20.1-1
2023-03-07 05:21:53 configure dconf-service:amd64 0.40.0-3 <none>
2023-03-07 05:21:53 status unpacked dconf-service:amd64 0.40.0-3
2023-03-07 05:21:53 status half-configured dconf-service:amd64 0.40.0-3
2023-03-07 05:21:53 status installed dconf-service:amd64 0.40.0-3
2023-03-07 05:21:53 configure libnss3:amd64 2:3.68.2-0ubuntu1.2 <none>
2023-03-07 05:21:53 status unpacked libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-07 05:21:53 status half-configured libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-07 05:21:53 status installed libnss3:amd64 2:3.68.2-0ubuntu1.2
2023-03-07 05:21:53 configure libatk-bridge2.0-0:amd64 2.38.0-3 <none>
2023-03-07 05:21:53 status unpacked libatk-bridge2.0-0:amd64 2.38.0-3
2023-03-07 05:21:53 status half-configured libatk-bridge2.0-0:amd64 2.38.0-3
2023-03-07 05:21:53 status installed libatk-bridge2.0-0:amd64 2.38.0-3
2023-03-07 05:21:53 configure libthai0:amd64 0.1.29-1build1 <none>
2023-03-07 05:21:53 status unpacked libthai0:amd64 0.1.29-1build1
2023-03-07 05:21:53 status half-configured libthai0:amd64 0.1.29-1build1
2023-03-07 05:21:53 status installed libthai0:amd64 0.1.29-1build1
2023-03-07 05:21:53 configure libsecret-1-0:amd64 0.20.5-2 <none>
2023-03-07 05:21:53 status unpacked libsecret-1-0:amd64 0.20.5-2
2023-03-07 05:21:53 status half-configured libsecret-1-0:amd64 0.20.5-2
2023-03-07 05:21:53 status installed libsecret-1-0:amd64 0.20.5-2
2023-03-07 05:21:53 configure libxkbregistry0:amd64 1.4.0-1 <none>
2023-03-07 05:21:53 status unpacked libxkbregistry0:amd64 1.4.0-1
2023-03-07 05:21:53 status half-configured libxkbregistry0:amd64 1.4.0-1
2023-03-07 05:21:53 status installed libxkbregistry0:amd64 1.4.0-1
2023-03-07 05:21:53 configure aspell:amd64 0.60.8-4build1 <none>
2023-03-07 05:21:53 status unpacked aspell:amd64 0.60.8-4build1
2023-03-07 05:21:53 status half-configured aspell:amd64 0.60.8-4build1
2023-03-07 05:21:53 status installed aspell:amd64 0.60.8-4build1
2023-03-07 05:21:53 configure libwayland-cursor0:amd64 1.20.0-1ubuntu0.1 <none>
2023-03-07 05:21:53 status unpacked libwayland-cursor0:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:53 status half-configured libwayland-cursor0:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:53 status installed libwayland-cursor0:amd64 1.20.0-1ubuntu0.1
2023-03-07 05:21:53 configure hunspell-en-us:all 1:2020.12.07-2 <none>
2023-03-07 05:21:53 status unpacked hunspell-en-us:all 1:2020.12.07-2
2023-03-07 05:21:53 status half-configured hunspell-en-us:all 1:2020.12.07-2
2023-03-07 05:21:53 status installed hunspell-en-us:all 1:2020.12.07-2
2023-03-07 05:21:53 configure libtiff5:amd64 4.3.0-6ubuntu0.4 <none>
2023-03-07 05:21:53 status unpacked libtiff5:amd64 4.3.0-6ubuntu0.4
2023-03-07 05:21:53 status half-configured libtiff5:amd64 4.3.0-6ubuntu0.4
2023-03-07 05:21:53 status installed libtiff5:amd64 4.3.0-6ubuntu0.4
2023-03-07 05:21:53 configure libfontconfig1:amd64 2.13.1-4.2ubuntu5 <none>
2023-03-07 05:21:53 status unpacked libfontconfig1:amd64 2.13.1-4.2ubuntu5
2023-03-07 05:21:53 status half-configured libfontconfig1:amd64 2.13.1-4.2ubuntu5
2023-03-07 05:21:53 status installed libfontconfig1:amd64 2.13.1-4.2ubuntu5
2023-03-07 05:21:53 configure libavahi-client3:amd64 0.8-5ubuntu5 <none>
2023-03-07 05:21:53 status unpacked libavahi-client3:amd64 0.8-5ubuntu5
2023-03-07 05:21:53 status half-configured libavahi-client3:amd64 0.8-5ubuntu5
2023-03-07 05:21:53 status installed libavahi-client3:amd64 0.8-5ubuntu5
2023-03-07 05:21:53 configure fontconfig:amd64 2.13.1-4.2ubuntu5 <none>
2023-03-07 05:21:53 status unpacked fontconfig:amd64 2.13.1-4.2ubuntu5
2023-03-07 05:21:53 status half-configured fontconfig:amd64 2.13.1-4.2ubuntu5
2023-03-07 05:21:56 status installed fontconfig:amd64 2.13.1-4.2ubuntu5
2023-03-07 05:21:56 configure dconf-gsettings-backend:amd64 0.40.0-3 <none>
2023-03-07 05:21:56 status unpacked dconf-gsettings-backend:amd64 0.40.0-3
2023-03-07 05:21:56 status half-configured dconf-gsettings-backend:amd64 0.40.0-3
2023-03-07 05:21:56 status installed dconf-gsettings-backend:amd64 0.40.0-3
2023-03-07 05:21:56 configure libenchant-2-2:amd64 2.3.2-1ubuntu2 <none>
2023-03-07 05:21:56 status unpacked libenchant-2-2:amd64 2.3.2-1ubuntu2
2023-03-07 05:21:56 status half-configured libenchant-2-2:amd64 2.3.2-1ubuntu2
2023-03-07 05:21:56 status installed libenchant-2-2:amd64 2.3.2-1ubuntu2
2023-03-07 05:21:56 configure libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2023-03-07 05:21:56 status unpacked libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 status half-configured libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 status installed libpango-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 configure aspell-en:all 2018.04.16-0-1 <none>
2023-03-07 05:21:56 status unpacked aspell-en:all 2018.04.16-0-1
2023-03-07 05:21:56 status half-configured aspell-en:all 2018.04.16-0-1
2023-03-07 05:21:56 status installed aspell-en:all 2018.04.16-0-1
2023-03-07 05:21:56 configure enchant-2:amd64 2.3.2-1ubuntu2 <none>
2023-03-07 05:21:56 status unpacked enchant-2:amd64 2.3.2-1ubuntu2
2023-03-07 05:21:56 status half-configured enchant-2:amd64 2.3.2-1ubuntu2
2023-03-07 05:21:56 status installed enchant-2:amd64 2.3.2-1ubuntu2
2023-03-07 05:21:56 configure libcairo2:amd64 1.16.0-5ubuntu2 <none>
2023-03-07 05:21:56 status unpacked libcairo2:amd64 1.16.0-5ubuntu2
2023-03-07 05:21:56 status half-configured libcairo2:amd64 1.16.0-5ubuntu2
2023-03-07 05:21:56 status installed libcairo2:amd64 1.16.0-5ubuntu2
2023-03-07 05:21:56 configure libpoppler118:amd64 22.02.0-2ubuntu0.1 <none>
2023-03-07 05:21:56 status unpacked libpoppler118:amd64 22.02.0-2ubuntu0.1
2023-03-07 05:21:56 status half-configured libpoppler118:amd64 22.02.0-2ubuntu0.1
2023-03-07 05:21:56 status installed libpoppler118:amd64 22.02.0-2ubuntu0.1
2023-03-07 05:21:56 configure libcups2:amd64 2.4.1op1-1ubuntu4.1 <none>
2023-03-07 05:21:56 status unpacked libcups2:amd64 2.4.1op1-1ubuntu4.1
2023-03-07 05:21:56 status half-configured libcups2:amd64 2.4.1op1-1ubuntu4.1
2023-03-07 05:21:56 status installed libcups2:amd64 2.4.1op1-1ubuntu4.1
2023-03-07 05:21:56 configure libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4 <none>
2023-03-07 05:21:56 status unpacked libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4
2023-03-07 05:21:56 status half-configured libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4
2023-03-07 05:21:56 status installed libtheora0:amd64 1.1.1+dfsg.1-15ubuntu4
2023-03-07 05:21:56 configure libgxps2:amd64 0.3.2-2 <none>
2023-03-07 05:21:56 status unpacked libgxps2:amd64 0.3.2-2
2023-03-07 05:21:56 status half-configured libgxps2:amd64 0.3.2-2
2023-03-07 05:21:56 status installed libgxps2:amd64 0.3.2-2
2023-03-07 05:21:56 configure libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2 <none>
2023-03-07 05:21:56 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:56 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:56 status installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:56 configure libcairo-gobject2:amd64 1.16.0-5ubuntu2 <none>
2023-03-07 05:21:56 status unpacked libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-03-07 05:21:56 status half-configured libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-03-07 05:21:56 status installed libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-03-07 05:21:56 configure libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2023-03-07 05:21:56 status unpacked libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 status half-configured libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 status installed libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 configure libgtk-3-common:all 3.24.33-1ubuntu2 <none>
2023-03-07 05:21:56 status unpacked libgtk-3-common:all 3.24.33-1ubuntu2
2023-03-07 05:21:56 status half-configured libgtk-3-common:all 3.24.33-1ubuntu2
2023-03-07 05:21:56 status triggers-awaited libgtk-3-common:all 3.24.33-1ubuntu2
2023-03-07 05:21:56 configure libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2023-03-07 05:21:56 status unpacked libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 status half-configured libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 status installed libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-07 05:21:56 configure gsettings-desktop-schemas:all 42.0-1ubuntu1 <none>
2023-03-07 05:21:56 status unpacked gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-07 05:21:56 status half-configured gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-07 05:21:56 status triggers-awaited gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-07 05:21:56 configure gtk-update-icon-cache:amd64 3.24.33-1ubuntu2 <none>
2023-03-07 05:21:56 status unpacked gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-03-07 05:21:56 status half-configured gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-03-07 05:21:56 status installed gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-03-07 05:21:56 configure libpoppler-glib8:amd64 22.02.0-2ubuntu0.1 <none>
2023-03-07 05:21:56 status unpacked libpoppler-glib8:amd64 22.02.0-2ubuntu0.1
2023-03-07 05:21:56 status half-configured libpoppler-glib8:amd64 22.02.0-2ubuntu0.1
2023-03-07 05:21:56 status installed libpoppler-glib8:amd64 22.02.0-2ubuntu0.1
2023-03-07 05:21:56 configure libgs9:amd64 9.55.0~dfsg1-0ubuntu5.1 <none>
2023-03-07 05:21:56 status unpacked libgs9:amd64 9.55.0~dfsg1-0ubuntu5.1
2023-03-07 05:21:56 status half-configured libgs9:amd64 9.55.0~dfsg1-0ubuntu5.1
2023-03-07 05:21:56 status installed libgs9:amd64 9.55.0~dfsg1-0ubuntu5.1
2023-03-07 05:21:56 configure libspectre1:amd64 0.2.10-1 <none>
2023-03-07 05:21:56 status unpacked libspectre1:amd64 0.2.10-1
2023-03-07 05:21:56 status half-configured libspectre1:amd64 0.2.10-1
2023-03-07 05:21:56 status installed libspectre1:amd64 0.2.10-1
2023-03-07 05:21:57 configure librsvg2-2:amd64 2.52.5+dfsg-3 <none>
2023-03-07 05:21:57 status unpacked librsvg2-2:amd64 2.52.5+dfsg-3
2023-03-07 05:21:57 status half-configured librsvg2-2:amd64 2.52.5+dfsg-3
2023-03-07 05:21:57 status installed librsvg2-2:amd64 2.52.5+dfsg-3
2023-03-07 05:21:57 configure gstreamer1.0-plugins-base:amd64 1.20.1-1 <none>
2023-03-07 05:21:57 status unpacked gstreamer1.0-plugins-base:amd64 1.20.1-1
2023-03-07 05:21:57 status half-configured gstreamer1.0-plugins-base:amd64 1.20.1-1
2023-03-07 05:21:57 status installed gstreamer1.0-plugins-base:amd64 1.20.1-1
2023-03-07 05:21:57 configure librsvg2-common:amd64 2.52.5+dfsg-3 <none>
2023-03-07 05:21:57 status unpacked librsvg2-common:amd64 2.52.5+dfsg-3
2023-03-07 05:21:57 status half-configured librsvg2-common:amd64 2.52.5+dfsg-3
2023-03-07 05:21:57 status installed librsvg2-common:amd64 2.52.5+dfsg-3
2023-03-07 05:21:57 status triggers-pending libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:57 configure libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2 <none>
2023-03-07 05:21:57 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:57 status half-configured libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:57 status installed libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-07 05:21:57 configure adwaita-icon-theme:all 41.0-1ubuntu1 <none>
2023-03-07 05:21:57 status unpacked adwaita-icon-theme:all 41.0-1ubuntu1
2023-03-07 05:21:57 status half-configured adwaita-icon-theme:all 41.0-1ubuntu1
2023-03-07 05:21:57 status installed adwaita-icon-theme:all 41.0-1ubuntu1
2023-03-07 05:21:57 configure humanity-icon-theme:all 0.6.16 <none>
2023-03-07 05:21:57 status unpacked humanity-icon-theme:all 0.6.16
2023-03-07 05:21:57 status half-configured humanity-icon-theme:all 0.6.16
2023-03-07 05:21:57 status installed humanity-icon-theme:all 0.6.16
2023-03-07 05:21:57 configure ubuntu-mono:all 20.10-0ubuntu2 <none>
2023-03-07 05:21:57 status unpacked ubuntu-mono:all 20.10-0ubuntu2
2023-03-07 05:21:57 status half-configured ubuntu-mono:all 20.10-0ubuntu2
2023-03-07 05:21:57 status installed ubuntu-mono:all 20.10-0ubuntu2
2023-03-07 05:21:57 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-07 05:21:57 status half-configured man-db:amd64 2.10.2-1
2023-03-07 05:21:57 status installed man-db:amd64 2.10.2-1
2023-03-07 05:21:57 trigproc libglib2.0-0:amd64 2.72.1-1 <none>
2023-03-07 05:21:57 status half-configured libglib2.0-0:amd64 2.72.1-1
2023-03-07 05:21:57 status installed libgtk-3-common:all 3.24.33-1ubuntu2
2023-03-07 05:21:57 status installed gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-07 05:21:57 status installed libglib2.0-0:amd64 2.72.1-1
2023-03-07 05:21:57 configure libgtk-3-0:amd64 3.24.33-1ubuntu2 <none>
2023-03-07 05:21:57 status unpacked libgtk-3-0:amd64 3.24.33-1ubuntu2
2023-03-07 05:21:57 status half-configured libgtk-3-0:amd64 3.24.33-1ubuntu2
2023-03-07 05:21:57 status installed libgtk-3-0:amd64 3.24.33-1ubuntu2
2023-03-07 05:21:57 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
